Date,Product Name,Category,Sales Units,Sales Revenue,Stock Level,Price,Promotion,Economic Indicator,Weather,Competitor Price,Website Traffic,Holiday Season,Lead Time Days,Event Impact,Returns,Demand Forecast,Seasonality
7/18/2025,Cozy Winter Jacket,Clothing,112,"$3,360",98,$30,Yes,77,Sunny,$34.81,837,Yes,7,Holiday Sale,1,163,Winter
7/19/2025,Cozy Winter Jacket,Clothing,139,"$4,170",30,$30,No,74,Rainy,$28.23,1289,Yes,7,Holiday Sale,3,127,Winter
7/20/2025,Cozy Winter Jacket,Clothing,145,"$4,350",74,$30,No,79,Cloudy,$28.14,844,Yes,7,None,3,153,Winter
7/21/2025,Cozy Winter Jacket,Clothing,139,"$4,170",189,$30,No,79,Cloudy,$34.79,1268,Yes,2,New Year Event,2,161,Winter
7/22/2025,Cozy Winter Jacket,Clothing,131,"$3,930",248,$30,No,75,Snowy,$28.20,1185,No,5,Black Friday,4,150,Winter
7/23/2025,Cozy Winter Jacket,Clothing,148,"$4,440",232,$30,No,70,Cloudy,$31.41,1121,No,4,Black Friday,3,134,Winter
7/24/2025,Cozy Winter Jacket,Clothing,101,"$3,030",123,$30,No,70,Rainy,$31.41,998,No,3,Holiday Sale,3,143,Winter
7/25/2025,Cozy Winter Jacket,Clothing,123,"$3,690",60,$30,No,74,Snowy,$33.22,1251,No,3,Holiday Sale,4,132,Winter
7/26/2025,Cozy Winter Jacket,Clothing,112,"$3,360",58,$30,Yes,80,Cloudy,$32.39,1071,No,4,None,4,134,Winter
7/27/2025,Cozy Winter Jacket,Clothing,124,"$3,720",134,$30,No,77,Cloudy,$30.22,936,No,7,New Year Event,3,127,Winter
7/28/2025,Cozy Winter Jacket,Clothing,114,"$3,420",111,$30,No,79,Rainy,$26.14,1006,Yes,3,Holiday Sale,0,146,Winter
7/29/2025,Cozy Winter Jacket,Clothing,133,"$3,990",47,$30,Yes,74,Sunny,$28.21,930,Yes,3,Black Friday,3,134,Winter
7/30/2025,Cozy Winter Jacket,Clothing,124,"$3,720",245,$30,Yes,70,Sunny,$28.96,1215,Yes,6,None,1,171,Winter
7/31/2025,Cozy Winter Jacket,Clothing,108,"$3,240",30,$30,Yes,73,Snowy,$31.52,934,Yes,1,New Year Event,5,172,Winter
8/1/2025,Cozy Winter Jacket,Clothing,142,"$4,260",289,$30,Yes,79,Snowy,$34.10,1175,Yes,4,None,0,146,Winter
8/2/2025,Cozy Winter Jacket,Clothing,119,"$3,570",111,$30,No,72,Cloudy,$26.86,1246,No,3,None,5,173,Winter
8/3/2025,Cozy Winter Jacket,Clothing,104,"$3,120",73,$30,Yes,72,Cloudy,$34.48,1221,Yes,6,New Year Event,4,139,Winter
8/4/2025,Cozy Winter Jacket,Clothing,129,"$3,870",124,$30,Yes,79,Snowy,$25.46,823,Yes,6,Holiday Sale,0,155,Winter
8/5/2025,Cozy Winter Jacket,Clothing,148,"$4,440",200,$30,No,74,Cloudy,$25.65,1268,No,7,New Year Event,2,150,Winter
8/6/2025,Cozy Winter Jacket,Clothing,138,"$4,140",204,$30,Yes,80,Rainy,$33.35,868,Yes,5,None,5,150,Winter
8/7/2025,Cozy Winter Jacket,Clothing,146,"$4,380",153,$30,No,70,Sunny,$29.57,875,No,3,Black Friday,2,140,Winter
8/8/2025,Cozy Winter Jacket,Clothing,159,"$4,770",59,$30,No,76,Rainy,$27.85,1106,Yes,3,Holiday Sale,2,132,Winter
8/9/2025,Cozy Winter Jacket,Clothing,123,"$3,690",9,$30,No,70,Rainy,$29.40,1203,No,4,None,5,131,Winter
8/10/2025,Cozy Winter Jacket,Clothing,112,"$3,360",289,$30,Yes,73,Cloudy,$34.95,883,Yes,3,Holiday Sale,2,166,Winter
8/11/2025,Cozy Winter Jacket,Clothing,116,"$3,480",163,$30,Yes,71,Cloudy,$25.58,928,No,2,Holiday Sale,0,130,Winter
8/12/2025,Cozy Winter Jacket,Clothing,112,"$3,360",270,$30,No,72,Rainy,$28.12,1217,Yes,1,New Year Event,0,125,Winter
8/13/2025,Cozy Winter Jacket,Clothing,152,"$4,560",93,$30,No,78,Snowy,$28.07,964,Yes,7,None,5,171,Winter
8/14/2025,Cozy Winter Jacket,Clothing,127,"$3,810",180,$30,No,79,Sunny,$29.14,1004,No,7,None,2,142,Winter
8/15/2025,Cozy Winter Jacket,Clothing,153,"$4,590",212,$30,Yes,77,Cloudy,$28.76,1058,No,3,None,2,165,Winter
8/16/2025,Cozy Winter Jacket,Clothing,122,"$3,660",166,$30,Yes,71,Cloudy,$32.72,1086,No,6,New Year Event,3,145,Winter
8/17/2025,Cozy Winter Jacket,Clothing,155,"$4,650",38,$30,Yes,72,Cloudy,$28.86,927,No,7,New Year Event,4,148,Winter
8/18/2025,Cozy Winter Jacket,Clothing,107,"$3,210",276,$30,No,77,Rainy,$33.37,1095,Yes,6,New Year Event,3,130,Winter
8/19/2025,Cozy Winter Jacket,Clothing,151,"$4,530",254,$30,Yes,78,Rainy,$27.81,1059,No,7,Black Friday,3,141,Winter
8/20/2025,Cozy Winter Jacket,Clothing,136,"$4,080",181,$30,Yes,74,Snowy,$31.79,1036,Yes,4,Black Friday,2,138,Winter
8/21/2025,Cozy Winter Jacket,Clothing,155,"$4,650",236,$30,No,74,Sunny,$31.19,1245,Yes,5,Holiday Sale,4,151,Winter
8/22/2025,Cozy Winter Jacket,Clothing,127,"$3,810",118,$30,No,75,Rainy,$26.28,839,No,3,None,5,168,Winter
8/23/2025,Cozy Winter Jacket,Clothing,141,"$4,230",94,$30,Yes,77,Cloudy,$31.05,826,No,2,Black Friday,3,141,Winter
8/24/2025,Cozy Winter Jacket,Clothing,141,"$4,230",40,$30,No,73,Snowy,$33.41,1166,Yes,2,Black Friday,1,138,Winter
8/25/2025,Cozy Winter Jacket,Clothing,116,"$3,480",262,$30,No,70,Cloudy,$25.30,943,Yes,6,None,5,164,Winter
8/26/2025,Cozy Winter Jacket,Clothing,118,"$3,540",262,$30,Yes,79,Rainy,$30.43,1203,No,6,New Year Event,3,171,Winter
8/27/2025,Cozy Winter Jacket,Clothing,159,"$4,770",172,$30,Yes,73,Snowy,$30.86,981,No,4,Black Friday,5,136,Winter
8/28/2025,Cozy Winter Jacket,Clothing,105,"$3,150",153,$30,Yes,72,Rainy,$28.32,1153,Yes,7,Black Friday,4,159,Winter
8/29/2025,Cozy Winter Jacket,Clothing,127,"$3,810",8,$30,No,73,Rainy,$26.67,1189,Yes,2,None,4,148,Winter
8/30/2025,Cozy Winter Jacket,Clothing,114,"$3,420",294,$30,Yes,77,Rainy,$31.00,1267,Yes,3,Holiday Sale,0,134,Winter
8/31/2025,Cozy Winter Jacket,Clothing,108,"$3,240",250,$30,No,72,Snowy,$26.63,990,Yes,4,New Year Event,2,141,Winter
9/1/2025,Cozy Winter Jacket,Clothing,159,"$4,770",276,$30,No,72,Cloudy,$27.78,1109,Yes,2,New Year Event,2,126,Winter
9/2/2025,Cozy Winter Jacket,Clothing,120,"$3,600",288,$30,Yes,78,Cloudy,$27.91,1196,No,4,Black Friday,2,140,Winter
9/3/2025,Cozy Winter Jacket,Clothing,101,"$3,030",282,$30,No,71,Snowy,$26.75,1054,No,4,New Year Event,5,167,Winter
9/4/2025,Cozy Winter Jacket,Clothing,120,"$3,600",210,$30,No,72,Snowy,$33.32,979,No,4,New Year Event,3,136,Winter
9/5/2025,Cozy Winter Jacket,Clothing,107,"$3,210",36,$30,Yes,74,Snowy,$28.93,1136,No,7,None,0,145,Winter
9/6/2025,Cozy Winter Jacket,Clothing,150,"$4,500",186,$30,No,75,Rainy,$34.10,1111,No,7,Holiday Sale,2,141,Winter
9/7/2025,Cozy Winter Jacket,Clothing,104,"$3,120",155,$30,Yes,79,Sunny,$32.57,1018,No,1,New Year Event,1,167,Winter
9/8/2025,Cozy Winter Jacket,Clothing,154,"$4,620",297,$30,No,70,Rainy,$28.93,1036,Yes,3,New Year Event,0,141,Winter
9/9/2025,Cozy Winter Jacket,Clothing,131,"$3,930",277,$30,Yes,79,Cloudy,$31.20,856,Yes,3,None,5,133,Winter
9/10/2025,Cozy Winter Jacket,Clothing,102,"$3,060",262,$30,No,78,Sunny,$32.55,848,No,7,New Year Event,4,152,Winter
9/11/2025,Cozy Winter Jacket,Clothing,106,"$3,180",246,$30,No,80,Cloudy,$28.59,1219,Yes,2,New Year Event,3,173,Winter
9/12/2025,Cozy Winter Jacket,Clothing,151,"$4,530",85,$30,No,78,Snowy,$26.16,1277,Yes,6,Holiday Sale,3,142,Winter
9/13/2025,Cozy Winter Jacket,Clothing,101,"$3,030",70,$30,Yes,73,Cloudy,$31.52,957,Yes,6,None,3,153,Winter
9/14/2025,Cozy Winter Jacket,Clothing,153,"$4,590",225,$30,No,73,Cloudy,$31.93,1159,Yes,6,Holiday Sale,0,164,Winter
9/15/2025,Cozy Winter Jacket,Clothing,154,"$4,620",27,$30,Yes,73,Snowy,$32.61,1261,No,4,Black Friday,0,169,Winter
9/16/2025,Cozy Winter Jacket,Clothing,123,"$3,690",1,$30,Yes,71,Rainy,$27.66,995,Yes,2,Holiday Sale,5,127,Winter
9/17/2025,Cozy Winter Jacket,Clothing,148,"$4,440",80,$30,Yes,73,Rainy,$33.38,1187,Yes,1,New Year Event,0,140,Winter
9/18/2025,Cozy Winter Jacket,Clothing,134,"$4,020",103,$30,No,72,Sunny,$29.04,1091,No,5,New Year Event,4,131,Winter
9/19/2025,Cozy Winter Jacket,Clothing,148,"$4,440",146,$30,Yes,71,Cloudy,$28.26,935,No,5,None,3,172,Winter
9/20/2025,Cozy Winter Jacket,Clothing,102,"$3,060",229,$30,Yes,75,Cloudy,$27.61,908,Yes,4,New Year Event,3,141,Winter
9/21/2025,Cozy Winter Jacket,Clothing,103,"$3,090",154,$30,Yes,71,Rainy,$30.78,1220,Yes,2,Black Friday,0,157,Winter
9/22/2025,Cozy Winter Jacket,Clothing,158,"$4,740",127,$30,Yes,74,Cloudy,$25.36,1024,No,7,Black Friday,5,134,Winter
9/23/2025,Cozy Winter Jacket,Clothing,141,"$4,230",268,$30,Yes,77,Sunny,$29.56,874,Yes,1,Holiday Sale,4,142,Winter
9/24/2025,Cozy Winter Jacket,Clothing,143,"$4,290",102,$30,No,72,Cloudy,$28.80,1013,No,7,New Year Event,0,149,Winter
9/25/2025,Cozy Winter Jacket,Clothing,152,"$4,560",19,$30,No,78,Rainy,$25.29,1205,Yes,5,Black Friday,3,165,Winter
9/26/2025,Cozy Winter Jacket,Clothing,146,"$4,380",141,$30,No,74,Sunny,$31.72,1222,Yes,7,Holiday Sale,3,126,Winter
9/27/2025,Cozy Winter Jacket,Clothing,127,"$3,810",2,$30,No,77,Sunny,$26.59,1068,No,7,Holiday Sale,5,167,Winter
9/28/2025,Cozy Winter Jacket,Clothing,157,"$4,710",227,$30,Yes,80,Sunny,$26.43,1111,No,4,None,5,174,Winter
9/29/2025,Cozy Winter Jacket,Clothing,114,"$3,420",210,$30,No,76,Rainy,$26.48,1046,Yes,1,Black Friday,0,145,Winter
9/30/2025,Cozy Winter Jacket,Clothing,118,"$3,540",300,$30,No,80,Snowy,$28.20,847,No,3,Holiday Sale,2,169,Winter
10/1/2025,Cozy Winter Jacket,Clothing,152,"$4,560",104,$30,Yes,76,Sunny,$30.67,828,Yes,1,New Year Event,2,128,Winter
10/2/2025,Cozy Winter Jacket,Clothing,140,"$4,200",55,$30,No,80,Snowy,$31.88,1081,No,4,New Year Event,5,154,Winter
10/3/2025,Cozy Winter Jacket,Clothing,134,"$4,020",178,$30,Yes,73,Rainy,$28.40,1125,No,7,None,2,147,Winter
10/4/2025,Cozy Winter Jacket,Clothing,135,"$4,050",52,$30,No,77,Rainy,$25.92,1108,Yes,4,New Year Event,4,129,Winter
10/5/2025,Cozy Winter Jacket,Clothing,149,"$4,470",36,$30,No,70,Cloudy,$34.35,909,Yes,5,New Year Event,2,128,Winter
10/6/2025,Cozy Winter Jacket,Clothing,151,"$4,530",69,$30,No,74,Rainy,$33.79,1060,No,1,None,2,148,Winter
10/7/2025,Cozy Winter Jacket,Clothing,128,"$3,840",99,$30,Yes,71,Cloudy,$27.37,1148,Yes,4,Holiday Sale,2,153,Winter
10/8/2025,Cozy Winter Jacket,Clothing,126,"$3,780",25,$30,Yes,70,Sunny,$32.56,1096,Yes,1,Holiday Sale,1,169,Winter
10/9/2025,Cozy Winter Jacket,Clothing,105,"$3,150",237,$30,No,70,Sunny,$34.38,1225,Yes,5,None,2,129,Winter
10/10/2025,Cozy Winter Jacket,Clothing,139,"$4,170",184,$30,No,76,Snowy,$34.53,1069,Yes,1,None,3,130,Winter
10/11/2025,Cozy Winter Jacket,Clothing,137,"$4,110",73,$30,Yes,76,Rainy,$26.65,871,Yes,2,Black Friday,3,173,Winter
10/12/2025,Cozy Winter Jacket,Clothing,147,"$4,410",89,$30,Yes,70,Sunny,$32.57,1022,No,5,None,0,167,Winter
10/13/2025,Cozy Winter Jacket,Clothing,106,"$3,180",288,$30,Yes,75,Sunny,$32.16,1097,No,5,New Year Event,3,167,Winter
10/14/2025,Cozy Winter Jacket,Clothing,125,"$3,750",161,$30,No,70,Cloudy,$30.19,934,Yes,3,Holiday Sale,1,169,Winter
10/15/2025,Cozy Winter Jacket,Clothing,132,"$3,960",185,$30,Yes,80,Snowy,$26.70,1238,Yes,2,None,1,139,Winter
10/16/2025,Cozy Winter Jacket,Clothing,108,"$3,240",166,$30,No,70,Cloudy,$25.42,1211,No,1,None,3,151,Winter
10/17/2025,Cozy Winter Jacket,Clothing,119,"$3,570",259,$30,No,78,Sunny,$34.49,999,Yes,4,Holiday Sale,4,150,Winter
10/18/2025,Cozy Winter Jacket,Clothing,107,"$3,210",176,$30,Yes,72,Sunny,$29.60,1084,No,4,New Year Event,2,167,Winter
10/19/2025,Cozy Winter Jacket,Clothing,104,"$3,120",19,$30,Yes,75,Snowy,$31.90,968,Yes,2,New Year Event,4,144,Winter
10/20/2025,Cozy Winter Jacket,Clothing,155,"$4,650",267,$30,Yes,76,Cloudy,$32.44,925,Yes,3,Holiday Sale,3,164,Winter
10/21/2025,Cozy Winter Jacket,Clothing,114,"$3,420",83,$30,No,74,Rainy,$25.98,1223,No,1,New Year Event,4,151,Winter
10/22/2025,Cozy Winter Jacket,Clothing,141,"$4,230",108,$30,Yes,73,Snowy,$34.01,911,No,1,Holiday Sale,2,167,Winter
10/23/2025,Cozy Winter Jacket,Clothing,109,"$3,270",242,$30,No,73,Sunny,$25.46,998,No,2,New Year Event,4,132,Winter
10/24/2025,Cozy Winter Jacket,Clothing,146,"$4,380",90,$30,No,71,Cloudy,$33.49,1202,No,5,New Year Event,4,153,Winter
10/25/2025,Cozy Winter Jacket,Clothing,126,"$3,780",279,$30,No,78,Sunny,$25.48,1017,No,5,New Year Event,1,147,Winter
10/26/2025,Cozy Winter Jacket,Clothing,154,"$4,620",297,$30,Yes,80,Rainy,$32.33,952,Yes,1,New Year Event,5,125,Winter
10/27/2025,Cozy Winter Jacket,Clothing,125,"$3,750",197,$30,Yes,78,Cloudy,$32.91,924,Yes,5,New Year Event,4,150,Winter
10/28/2025,Cozy Winter Jacket,Clothing,129,"$3,870",26,$30,Yes,74,Sunny,$34.73,1022,No,6,Black Friday,0,151,Winter
10/29/2025,Cozy Winter Jacket,Clothing,148,"$4,440",154,$30,No,71,Rainy,$29.58,1176,No,1,New Year Event,3,144,Winter
10/30/2025,Cozy Winter Jacket,Clothing,104,"$3,120",136,$30,Yes,77,Snowy,$27.22,1253,Yes,1,New Year Event,4,164,Winter
10/31/2025,Cozy Winter Jacket,Clothing,111,"$3,330",54,$30,No,73,Rainy,$28.69,1075,No,4,Holiday Sale,0,155,Winter
11/1/2025,Cozy Winter Jacket,Clothing,127,"$3,810",53,$30,Yes,70,Rainy,$29.48,1019,No,4,None,2,163,Winter
11/2/2025,Cozy Winter Jacket,Clothing,111,"$3,330",58,$30,No,77,Snowy,$26.72,855,Yes,5,New Year Event,0,132,Winter
11/3/2025,Cozy Winter Jacket,Clothing,113,"$3,390",71,$30,No,76,Rainy,$30.27,1215,Yes,6,Holiday Sale,0,159,Winter
11/4/2025,Cozy Winter Jacket,Clothing,145,"$4,350",262,$30,No,77,Sunny,$28.62,1248,Yes,4,None,0,175,Winter
11/5/2025,Cozy Winter Jacket,Clothing,154,"$4,620",82,$30,Yes,77,Rainy,$33.62,1298,No,4,None,4,133,Winter
11/6/2025,Cozy Winter Jacket,Clothing,112,"$3,360",49,$30,Yes,76,Snowy,$34.19,996,No,2,Holiday Sale,0,129,Winter
11/7/2025,Cozy Winter Jacket,Clothing,157,"$4,710",59,$30,No,78,Cloudy,$29.58,829,No,1,New Year Event,0,145,Winter
11/8/2025,Cozy Winter Jacket,Clothing,127,"$3,810",51,$30,Yes,75,Cloudy,$30.24,1169,No,1,New Year Event,2,140,Winter
11/9/2025,Cozy Winter Jacket,Clothing,120,"$3,600",244,$30,Yes,80,Cloudy,$34.31,1029,Yes,5,None,2,140,Winter
11/10/2025,Cozy Winter Jacket,Clothing,156,"$4,680",68,$30,No,75,Snowy,$33.69,992,Yes,7,Black Friday,5,131,Winter
11/11/2025,Cozy Winter Jacket,Clothing,133,"$3,990",63,$30,No,70,Sunny,$32.27,852,No,5,None,3,127,Winter
11/12/2025,Cozy Winter Jacket,Clothing,104,"$3,120",213,$30,No,75,Cloudy,$34.44,899,No,5,New Year Event,0,174,Winter
11/13/2025,Cozy Winter Jacket,Clothing,100,"$3,000",16,$30,Yes,74,Snowy,$30.84,1102,Yes,3,Holiday Sale,5,157,Winter
11/14/2025,Cozy Winter Jacket,Clothing,148,"$4,440",61,$30,No,75,Cloudy,$32.66,1148,No,5,Holiday Sale,4,168,Winter
11/15/2025,Cozy Winter Jacket,Clothing,141,"$4,230",179,$30,No,77,Snowy,$29.99,876,No,6,Black Friday,1,175,Winter
11/16/2025,Cozy Winter Jacket,Clothing,138,"$4,140",279,$30,No,77,Snowy,$31.68,1059,Yes,3,None,5,130,Winter
11/17/2025,Cozy Winter Jacket,Clothing,155,"$4,650",129,$30,Yes,80,Sunny,$27.18,1174,No,4,Black Friday,0,175,Winter
11/18/2025,Cozy Winter Jacket,Clothing,104,"$3,120",167,$30,No,75,Sunny,$34.72,857,Yes,6,None,0,164,Winter
11/19/2025,Cozy Winter Jacket,Clothing,125,"$3,750",33,$30,Yes,71,Cloudy,$30.35,1125,Yes,7,Holiday Sale,4,141,Winter
11/20/2025,Cozy Winter Jacket,Clothing,155,"$4,650",115,$30,No,70,Rainy,$33.80,1282,Yes,6,Holiday Sale,2,144,Winter
11/21/2025,Cozy Winter Jacket,Clothing,158,"$4,740",275,$30,Yes,73,Cloudy,$25.52,986,Yes,7,None,3,151,Winter
11/22/2025,Cozy Winter Jacket,Clothing,138,"$4,140",292,$30,Yes,71,Cloudy,$26.70,1156,No,1,Holiday Sale,2,153,Winter
11/23/2025,Cozy Winter Jacket,Clothing,142,"$4,260",239,$30,No,76,Rainy,$25.97,1077,No,6,None,3,150,Winter
11/24/2025,Cozy Winter Jacket,Clothing,151,"$4,530",274,$30,No,72,Cloudy,$29.28,803,No,1,New Year Event,2,125,Winter
11/25/2025,Cozy Winter Jacket,Clothing,142,"$4,260",13,$30,Yes,73,Rainy,$25.91,834,No,7,Holiday Sale,0,172,Winter
11/26/2025,Cozy Winter Jacket,Clothing,131,"$3,930",59,$30,Yes,71,Cloudy,$31.96,1186,No,3,None,5,169,Winter
11/27/2025,Cozy Winter Jacket,Clothing,152,"$4,560",195,$30,No,70,Snowy,$32.10,862,Yes,4,New Year Event,2,135,Winter
11/28/2025,Cozy Winter Jacket,Clothing,106,"$3,180",230,$30,No,72,Snowy,$27.82,879,Yes,7,Black Friday,5,146,Winter
11/29/2025,Cozy Winter Jacket,Clothing,107,"$3,210",21,$30,Yes,74,Snowy,$34.92,801,Yes,7,Black Friday,0,174,Winter
11/30/2025,Cozy Winter Jacket,Clothing,144,"$4,320",282,$30,No,73,Sunny,$32.34,804,No,7,Black Friday,3,159,Winter
12/1/2025,Cozy Winter Jacket,Clothing,157,"$4,710",289,$30,No,71,Cloudy,$32.40,985,Yes,6,Holiday Sale,1,165,Winter
12/2/2025,Cozy Winter Jacket,Clothing,126,"$3,780",139,$30,Yes,80,Rainy,$26.99,991,No,3,None,2,155,Winter
12/3/2025,Cozy Winter Jacket,Clothing,154,"$4,620",261,$30,No,79,Snowy,$27.15,1036,Yes,3,Holiday Sale,0,132,Winter
12/4/2025,Cozy Winter Jacket,Clothing,153,"$4,590",57,$30,Yes,75,Sunny,$31.58,814,Yes,3,None,2,139,Winter
12/5/2025,Cozy Winter Jacket,Clothing,134,"$4,020",21,$30,No,75,Rainy,$28.04,896,Yes,7,Holiday Sale,4,132,Winter
12/6/2025,Cozy Winter Jacket,Clothing,114,"$3,420",282,$30,No,79,Sunny,$33.79,1180,Yes,4,Holiday Sale,4,167,Winter
12/7/2025,Cozy Winter Jacket,Clothing,138,"$4,140",284,$30,No,72,Cloudy,$29.26,951,No,7,New Year Event,2,150,Winter
12/8/2025,Cozy Winter Jacket,Clothing,156,"$4,680",283,$30,No,75,Snowy,$32.69,1165,Yes,6,None,5,125,Winter
12/9/2025,Cozy Winter Jacket,Clothing,137,"$4,110",3,$30,No,71,Snowy,$25.97,1212,Yes,1,Holiday Sale,0,129,Winter
12/10/2025,Cozy Winter Jacket,Clothing,108,"$3,240",140,$30,No,74,Cloudy,$27.75,856,No,6,New Year Event,5,169,Winter
12/11/2025,Cozy Winter Jacket,Clothing,153,"$4,590",173,$30,No,74,Sunny,$30.76,1051,No,5,New Year Event,2,131,Winter
12/12/2025,Cozy Winter Jacket,Clothing,142,"$4,260",141,$30,No,77,Sunny,$25.53,1087,Yes,1,Holiday Sale,3,156,Winter
12/13/2025,Cozy Winter Jacket,Clothing,106,"$3,180",269,$30,Yes,72,Sunny,$32.92,960,Yes,3,None,0,162,Winter
12/14/2025,Cozy Winter Jacket,Clothing,119,"$3,570",50,$30,Yes,71,Sunny,$26.17,1293,Yes,1,Holiday Sale,1,157,Winter
12/15/2025,Cozy Winter Jacket,Clothing,107,"$3,210",296,$30,Yes,80,Rainy,$31.51,992,No,5,Holiday Sale,5,149,Winter
12/16/2025,Cozy Winter Jacket,Clothing,158,"$4,740",231,$30,No,70,Cloudy,$33.19,854,Yes,1,New Year Event,0,138,Winter
12/17/2025,Cozy Winter Jacket,Clothing,109,"$3,270",98,$30,No,74,Sunny,$32.62,1208,Yes,3,Black Friday,5,173,Winter
12/18/2025,Cozy Winter Jacket,Clothing,102,"$3,060",195,$30,Yes,73,Cloudy,$25.87,1241,No,6,None,0,161,Winter
12/19/2025,Cozy Winter Jacket,Clothing,146,"$4,380",274,$30,Yes,78,Rainy,$27.09,1191,No,6,None,4,153,Winter
12/20/2025,Cozy Winter Jacket,Clothing,156,"$4,680",238,$30,Yes,72,Cloudy,$31.37,1030,No,4,Black Friday,1,138,Winter
12/21/2025,Cozy Winter Jacket,Clothing,143,"$4,290",97,$30,Yes,70,Rainy,$28.93,1258,No,7,Black Friday,1,125,Winter
12/22/2025,Cozy Winter Jacket,Clothing,137,"$4,110",21,$30,No,70,Cloudy,$32.84,849,No,1,Holiday Sale,3,168,Winter
12/23/2025,Cozy Winter Jacket,Clothing,116,"$3,480",95,$30,Yes,77,Cloudy,$33.82,1284,No,4,Holiday Sale,1,142,Winter
12/24/2025,Cozy Winter Jacket,Clothing,152,"$4,560",60,$30,No,76,Snowy,$26.91,1049,No,4,New Year Event,0,144,Winter
12/25/2025,Cozy Winter Jacket,Clothing,131,"$3,930",20,$30,Yes,72,Snowy,$28.44,1249,Yes,5,Holiday Sale,5,139,Winter
12/26/2025,Cozy Winter Jacket,Clothing,147,"$4,410",116,$30,No,80,Sunny,$32.27,1094,No,2,None,5,134,Winter
12/27/2025,Cozy Winter Jacket,Clothing,108,"$3,240",281,$30,No,73,Cloudy,$33.94,1122,Yes,1,None,1,126,Winter
12/28/2025,Cozy Winter Jacket,Clothing,111,"$3,330",171,$30,Yes,72,Snowy,$26.36,1049,No,5,None,1,142,Winter
12/29/2025,Cozy Winter Jacket,Clothing,107,"$3,210",156,$30,No,80,Cloudy,$25.41,1043,Yes,7,None,3,137,Winter
12/30/2025,Cozy Winter Jacket,Clothing,106,"$3,180",119,$30,Yes,73,Rainy,$26.48,943,No,2,New Year Event,1,128,Winter
12/31/2025,Cozy Winter Jacket,Clothing,134,"$4,020",39,$30,Yes,74,Sunny,$27.91,1048,Yes,5,None,1,128,Winter
1/1/2026,Cozy Winter Jacket,Clothing,142,"$4,260",181,$30,No,78,Snowy,$33.48,1045,Yes,3,Holiday Sale,4,155,Winter
1/2/2026,Cozy Winter Jacket,Clothing,110,"$3,300",1,$30,Yes,78,Sunny,$27.17,827,No,2,Black Friday,3,137,Winter
1/3/2026,Cozy Winter Jacket,Clothing,129,"$3,870",217,$30,No,72,Rainy,$29.63,1249,No,2,Holiday Sale,3,125,Winter
1/4/2026,Cozy Winter Jacket,Clothing,127,"$3,810",186,$30,Yes,80,Cloudy,$31.76,1122,Yes,1,New Year Event,0,161,Winter
1/5/2026,Cozy Winter Jacket,Clothing,154,"$4,620",284,$30,No,79,Rainy,$27.66,1190,No,5,Black Friday,1,159,Winter
1/6/2026,Cozy Winter Jacket,Clothing,145,"$4,350",70,$30,No,77,Rainy,$25.23,967,Yes,3,Black Friday,4,147,Winter
1/7/2026,Cozy Winter Jacket,Clothing,140,"$4,200",35,$30,No,71,Sunny,$30.49,893,Yes,2,Black Friday,4,156,Winter
1/8/2026,Cozy Winter Jacket,Clothing,105,"$3,150",94,$30,Yes,72,Cloudy,$26.71,1201,Yes,5,None,0,175,Winter
1/9/2026,Cozy Winter Jacket,Clothing,152,"$4,560",128,$30,No,72,Rainy,$25.83,1248,Yes,3,Holiday Sale,1,126,Winter
1/10/2026,Cozy Winter Jacket,Clothing,158,"$4,740",120,$30,Yes,78,Snowy,$31.99,857,Yes,6,Holiday Sale,4,131,Winter
1/11/2026,Cozy Winter Jacket,Clothing,137,"$4,110",242,$30,No,75,Sunny,$32.57,1180,Yes,7,None,4,164,Winter
1/12/2026,Cozy Winter Jacket,Clothing,134,"$4,020",84,$30,No,70,Cloudy,$30.75,1057,Yes,6,None,4,148,Winter
1/13/2026,Cozy Winter Jacket,Clothing,115,"$3,450",0,$30,No,79,Cloudy,$25.75,865,Yes,4,Black Friday,4,149,Winter
1/14/2026,Cozy Winter Jacket,Clothing,104,"$3,120",146,$30,Yes,79,Sunny,$25.34,1167,No,2,Holiday Sale,1,129,Winter
1/15/2026,Cozy Winter Jacket,Clothing,119,"$3,570",27,$30,No,78,Cloudy,$34.35,1019,No,2,New Year Event,4,143,Winter
1/16/2026,Cozy Winter Jacket,Clothing,147,"$4,410",151,$30,No,75,Cloudy,$33.57,1190,No,3,Holiday Sale,4,126,Winter
1/17/2026,Cozy Winter Jacket,Clothing,138,"$4,140",202,$30,No,70,Snowy,$27.03,894,Yes,2,Black Friday,1,171,Winter
1/18/2026,Cozy Winter Jacket,Clothing,135,"$4,050",23,$30,No,78,Sunny,$34.74,970,No,4,None,1,160,Winter
1/19/2026,Cozy Winter Jacket,Clothing,155,"$4,650",91,$30,Yes,70,Sunny,$30.39,1001,No,3,Black Friday,5,137,Winter
1/20/2026,Cozy Winter Jacket,Clothing,155,"$4,650",109,$30,No,75,Sunny,$32.67,1111,No,5,New Year Event,2,141,Winter
1/21/2026,Cozy Winter Jacket,Clothing,160,"$4,800",105,$30,No,72,Cloudy,$34.57,1085,Yes,2,Holiday Sale,0,158,Winter
1/22/2026,Cozy Winter Jacket,Clothing,115,"$3,450",7,$30,Yes,73,Cloudy,$33.33,1132,No,4,New Year Event,5,164,Winter
